State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Measure Type,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,Source,State-Specific Comments,Rate Used in Calculating State Mean and Median
New Mexico,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older,FUA-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64,2020,Medicaid,Administrative,12.1,41,15.2,7.8,20.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs) age 18 and older, representing 73 percent of the population. Rates exclude FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Alcohol and Other Drug Abuse or Dependence: Age 18 and Older,FUA-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Alcohol and Other Drug Abuse or Dependence with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64,2020,Medicaid,Administrative,19.1,41,22.5,11.5,30.1,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs) age 18 and older, representing 73 percent of the population. Rates exclude FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older,FUM-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days of the ED Visit: Ages 18 to 64 ,2020,Medicaid,Administrative,38.7,40,39.6,30.5,49.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs), representing 73 percent of the population. Rates exclude FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Behavioral Health Care,Adult Core Set,Follow-Up After Emergency Department Visit for Mental Illness: Age 18 and Older,FUM-AD,Higher rates are better for this measure,Percentage of Emergency Department (ED) Visits for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days of the ED Visit: Ages 18 to 64,2020,Medicaid,Administrative,51.2,40,52.1,46.6,63.1,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs), representing 73 percent of the population. Rates exclude FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 18 and Older,FUH-AD,Higher rates are better for this measure,Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 7 Days after Discharge: Ages 18 to 64,2020,Medicaid,Administrative,22.1,48,33.1,24.1,44.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs), representing 73 percent of the population. Rates exclude FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Behavioral Health Care,Adult Core Set,Follow-Up After Hospitalization for Mental Illness: Age 18 and Older,FUH-AD,Higher rates are better for this measure, Percentage of Hospitalizations for Mental Illness or Intentional Self-Harm with a Follow-Up Visit Within 30 Days after Discharge: Ages 18 to 64,2020,Medicaid,Administrative,36.6,48,54.7,40.5,65.6,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs), representing 73 percent of the population. Rates exclude FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64,2020,Medicaid,Administrative,38.8,39,40.8,36.8,43.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs) age 18 and older, representing 73 percent of the population. Rates exclude FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage with a New Episode of Alcohol Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64,2020,Medicaid,Administrative,13.1,39,12.5,8,15.2,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs) age 18 and older, representing 73 percent of the population. Rates exclude FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage with a New Episode of Opioid Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64,2020,Medicaid,Administrative,58.1,39,54.9,46.1,63.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs) age 18 and older, representing 73 percent of the population. Rates exclude FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage with a New Episode of Opioid Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64,2020,Medicaid,Administrative,26.8,39,30.1,17,39.5,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs) age 18 and older, representing 73 percent of the population. Rates exclude FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64,2020,Medicaid,Administrative,40,39,40.5,37.6,44,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs) age 18 and older, representing 73 percent of the population. Rates exclude FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage with a New Episode of Other Drug Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64,2020,Medicaid,Administrative,11,39,12.5,9.3,15.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs) age 18 and older, representing 73 percent of the population. Rates exclude FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Initiated Alcohol or Other Drug Treatment within 14 Days of the Diagnosis: Ages 18 to 64,2020,Medicaid,Administrative,42.2,40,42.7,39.3,48.2,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs) age 18 and older, representing 73 percent of the population. Rates exclude FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Behavioral Health Care,Adult Core Set,Initiation and Engagement of Alcohol and Other Drug Abuse or Dependence Treatment: Age 18 and Older,IET-AD,Higher rates are better for this measure,Percentage with a New Episode of Alcohol or Other Drug Abuse or Dependence who Initiated and Engaged in Alcohol or Other Drug Treatment within 34 Days of the Initiation Visit: Ages 18 to 64,2020,Medicaid,Administrative,15.1,40,16,11.7,19.5,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs) age 18 and older, representing 73 percent of the population. Rates exclude FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older,MSC-AD,Higher rates are better for this measure,Percentage of Current Smokers and Tobacco Users Advised to Quit: Ages 18 to 64 Years,2020,Medicaid,CAHPS 5.0H,70.1,28,76.7,73.6,79.9,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs) age 18 and older, representing 73 percent of the population. Rates exclude FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
New Mexico,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older,MSC-AD,Higher rates are better for this measure,Percentage of Current Smokers and Tobacco Users Discussing Cessation Strategies: Ages 18 to 64 Years,2020,Medicaid,CAHPS 5.0H,47.9,28,48,45.9,51.9,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs) age 18 and older, representing 73 percent of the population. Rates exclude FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
New Mexico,Behavioral Health Care,Adult Core Set,Medical Assistance With Smoking and Tobacco Use Cessation: Age 18 and older,MSC-AD,Higher rates are better for this measure,Percentage of Current Smokers and Tobacco Users Discussing Cessation Medications: Ages 18 to 64 Years,2020,Medicaid,CAHPS 5.0H,42.5,28,53.7,50.6,57.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs) age 18 and older, representing 73 percent of the population. Rates exclude FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
New Mexico,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 11,2020,Medicaid & CHIP,Administrative,72,42,72,67.6,77,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (2 MCOs), representing 82 percent of the population. Rates exclude FFS population and enrollees in 1 MCO, representing 18 percent of the population. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 12 to 18,2020,Medicaid & CHIP,Administrative,60.9,42,64.9,59.1,67.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (2 MCOs), representing 82 percent of the population. Rates exclude FFS population and enrollees in 1 MCO, representing 18 percent of the population. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Care of Acute and Chronic Conditions,Child Core Set,Asthma Medication Ratio: Ages 5 to 18,AMR-CH,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 5 to 18,2020,Medicaid & CHIP,Administrative,66.4,42,68.6,63.6,73.5,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (2 MCOs), representing 82 percent of the population. Rates exclude FFS population and enrollees in 1 MCO, representing 18 percent of the population. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19 to 50,2020,Medicaid,Administrative,49.8,42,53.7,49.6,55.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (2 MCOs), representing 67 percent of the population. Rates exclude FFS population and enrollees in 1 MCO, representing 33 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 51 to 64,2020,Medicaid,Administrative,57.3,42,54.6,50.7,57.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (2 MCOs), representing 67 percent of the population. Rates exclude FFS population and enrollees in 1 MCO, representing 33 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Care of Acute and Chronic Conditions,Adult Core Set,Asthma Medication Ratio: Ages 19 to 64,AMR-AD,Higher rates are better for this measure,Percentage with Persistent Asthma who had a Ratio of Controller Medications to Total Asthma Medications of 0.50 or Greater: Ages 19 to 64,2020,Medicaid,Administrative,51.9,42,53.7,50.9,56.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (2 MCOs), representing 67 percent of the population. Rates exclude FFS population and enrollees in 1 MCO, representing 33 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Care of Acute and Chronic Conditions,Adult Core Set,Controlling High Blood Pressure: Ages 18 to 85,CBP-AD,Higher rates are better for this measure,Percentage who had a Diagnosis of Hypertension and Whose Blood Pressure was Adequately Controlled: Ages 18 to 64,2020,Medicaid,Hybrid,47.9,33,59.2,52.6,64.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (3 MCOs) ages 18 to 85, representing 73 percent of the population. Rate excludes FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 37,657. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1 to 20,PDENT-CH,Higher rates are better for this measure,Percentage Enrolled in Medicaid or Medicaid Expansion CHIP Programs for at least 90 Continuous Days with at Least 1 Preventive Dental Service: Ages 1 to 20,2020,Medicaid only,Administrative,46.2,50,41.5,35.5,44.5,,"Mathematica analysis of FFY 2020 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b as of July 2, 2021.",None,Yes
New Mexico,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Higher rates are better for this measure,"Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester, on or before the enrollment start date, or within 42 Days of Enrollment in Medicaid or CHIP",2020,Medicaid & CHIP,Hybrid,81.9,40,84.4,76.7,88.8,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (3 MCOs), representing 90 percent of the population. Rate excludes FFS population, representing 10 percent of the population. Denominator is the sample size; measure-eligible population is 10,644. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Maternal and Perinatal Health,Adult Core Set,Prenatal and Postpartum Care: Postpartum Care,PPC-AD,Higher rates are better for this measure,Percentage of Women Delivering a Live Birth who had a Postpartum Care Visit on or Between 7 and 84 Days after Delivery,2020,Medicaid,Hybrid,66.3,39,72.3,65.7,77,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (3 MCOs), representing 73 percent of the population. Rate excludes FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 10,644. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12 to 21,AWC-CH,Higher rates are better for this measure,Percentage with at Least One Well-Care Visit with a Primary Care Practitioner or Obstetrician/Gynecologist: Ages 12 to 21,2020,Medicaid & CHIP,Administrative,35.4,50,53.2,44.8,59.6,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (3 MCOs), representing 90 percent of the population. Rate excludes FFS population, representing 10 percent of the population. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Higher rates are better for this measure,"Percentage who had a Measles, Mumps, and Rubella (MMR) Vaccination by their Second Birthday",2020,Medicaid & CHIP,Hybrid,88.2,42,88.2,85.2,89.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs), representing 90 percent of the population. Rates exclude FFS population, representing 10 percent of the population. Denominator is the sample size; measure-eligible population is 8,230. Administrative data sources are claims/encounters and state immunization registry. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Higher rates are better for this measure,Percentage Up-to-Date on Immunizations (Combination 3) by their Second Birthday,2020,Medicaid & CHIP,Hybrid,68.9,42,69.9,62,72.6,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs), representing 90 percent of the population. Rates exclude FFS population, representing 10 percent of the population. Denominator is the sample size; measure-eligible population is 8,230. Administrative data sources are claims/encounters and state immunization registry. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16 to 20,CHL-CH,Higher rates are better for this measure,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16 to 20,2020,Medicaid & CHIP,Administrative,47.4,47,48.7,45,59.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (2 MCOs), representing 82 percent of the population. Rate excludes FFS population and enrollees in 1 MCO, representing 18 percent of the population. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Higher rates are better for this measure,Percentage Completing the Human Papillomavirus (HPV) Vaccine Series by Their 13th Birthday,2020,Medicaid & CHIP,Hybrid,35.3,45,36.5,32.5,41.9,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs), representing 90 percent of the population. Rates exclude FFS population, representing 10 percent of the population. Denominator is the sample size; measure-eligible population is 9,289. Administrative data sources are claims/encounters and state immunization registry. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Higher rates are better for this measure,Percentage Receiving Meningococcal Conjugate and Tdap Vaccines (Combination 1) by Their 13th Birthday,2020,Medicaid & CHIP,Hybrid,77.7,45,79.2,68.5,85.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs), representing 90 percent of the population. Rates exclude FFS population, representing 10 percent of the population. Denominator is the sample size; measure-eligible population is 9,289. Administrative data sources are claims/encounters and state immunization registry. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents: Ages 3 to 17,WCC-CH,Higher rates are better for this measure,Body Mass Index Percentile Documentation: Ages 3 to 17,2020,Medicaid & CHIP,Hybrid,64.3,40,73.2,62.2,83.3,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs), representing 90 percent of the population. Rates exclude FFS population, representing 10 percent of the population. Denominator is the sample size; measure-eligible population is 154,860. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents: Ages 3 to 17,WCC-CH,Higher rates are better for this measure,Counseling for Nutrition: Ages 3 to 17,2020,Medicaid & CHIP,Hybrid,53.1,38,63.1,53.1,74.9,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs), representing 90 percent of the population. Rates exclude FFS population, representing 10 percent of the population. Denominator is the sample size; measure-eligible population is 154,860. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents: Ages 3 to 17,WCC-CH,Higher rates are better for this measure,Counseling for Physical Activity: Ages 3 to 17,2020,Medicaid & CHIP,Hybrid,48.3,38,58.5,48.3,70,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rates include managed care population (3 MCOs), representing 90 percent of the population. Rates exclude FFS population, representing 10 percent of the population. Denominator is the sample size; measure-eligible population is 154,860. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Higher rates are better for this measure,Percentage who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2020,Medicaid & CHIP,Hybrid,66.3,50,65.6,57.5,71.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (2 MCOs), representing 82 percent of the population. Rate excludes FFS population and enrollees in 1 MCO, representing 18 percent of the population. Denominator is the sample size; measure-eligible population is 7,286. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life",W34-CH,Higher rates are better for this measure,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3 to 6,2020,Medicaid & CHIP,Administrative & Hybrid,55.4,50,70.4,63.6,76.8,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (3 MCOs) representing 90 percent of the population. Rate excludes FFS population, representing 10 percent of the population. Rate was derived using both administrative and hybrid method data. Two MCOs used the administrative method and one MCO used the hybrid method. Denominator is the measure-eligible population. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Primary Care Access and Preventive Care,Adult Core Set,Adult Body Mass Index Assessment: Ages 18 to 74,ABA-AD,Higher rates are better for this measure,Percentage who had an Outpatient Visit with a BMI Documented in the Medical Record: Ages 18 to 64,2020,Medicaid,Hybrid,84.4,39,85.6,64.1,91.7,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (2 MCOs) ages 18 to 74, representing 67 percent of the population. Rate excludes FFS population and enrollees in 1 MCO, representing 33 percent of the population, and Medicare-Medicaid Dual Eligibles. Denominator is the sample size; measure-eligible population is 100,349. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Primary Care Access and Preventive Care,Adult Core Set,Breast Cancer Screening: Ages 50 to 74,BCS-AD,Higher rates are better for this measure,Percentage of Women who had a Mammogram to Screen for Breast Cancer: Ages 50 to 64,2020,Medicaid,Administrative,46.6,47,54.7,50.4,59.5,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (2 MCOs) ages 50 to 74, representing 67 percent of the population. Rate excludes FFS population and enrollees in 1 MCO, representing 33 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Primary Care Access and Preventive Care,Adult Core Set,Cervical Cancer Screening: Ages 21 to 64,CCS-AD,Higher rates are better for this measure,Percentage of Women Screened for Cervical Cancer: Ages 21 to 64,2020,Medicaid,Administrative & Hybrid,43.7,47,56.7,49.3,62.6,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (3 MCOs), representing 73 percent of the population. Rate excludes FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles. Rate was derived using both administrative and hybrid method data. Two MCOs used the administrative method and one MCO used the hybrid method. Denominator is the measure-eligible population. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Primary Care Access and Preventive Care,Adult Core Set,Chlamydia Screening in Women Ages 21 to 24,CHL-AD,Higher rates are better for this measure,Percentage of Sexually Active Women Screened for Chlamydia: Ages 21 to 24,2020,Medicaid,Administrative,58.1,48,60.5,53.8,67.4,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (2 MCOs), representing 67 percent of the population. Rate excludes FFS population and enrollees in 1 MCO, representing 33 percent of the population, and Medicare-Medicaid Dual Eligibles. MCO rates were audited by certified HEDIS auditors.",Yes
New Mexico,Primary Care Access and Preventive Care,Adult Core Set,Flu Vaccinations for Adults Ages 18 to 64,FVA-AD,Higher rates are better for this measure,Percentage who Received an Influenza Vaccination: Ages 18 to 64,2020,Medicaid,CAHPS 5.0H,45,28,44.8,40.9,48,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (3 MCOs), representing 73 percent of the population. Rate excludes FFS population, representing 27 percent of the population, and Medicare-Medicaid Dual Eligibles.",Yes
New York,Behavioral Health Care,Adult Core Set,Concurrent Use of Opioids and Benzodiazepines: Age 18 and older,COB-AD,Lower rates are better for this measure,Percentage with Concurrent Use of Prescription Opioids and Benzodiazepines: Ages 18 to 64,2020,Medicaid,Administrative,17.9,27,16.3,21.6,11.2,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.",Rate includes FFS and managed care populations (58 MCOs). Rate excludes Medicare-Medicaid Dual Eligibles. State conducted an internal validation of the data.,Yes
New York,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0 to 19,AMB-CH,Lower rates are better for this measure,"Emergency Department Visits per 1,000 Beneficiary Months: Ages 0 to 19",2020,Medicaid & CHIP,Administrative,34.7,46,43.2,50.1,37.5,,"Mathematica analysis of MACPro reports for the FFY 2020 reporting cycle as of June 18, 2021.","Rate includes managed care population (18 MCOs), representing more than 90 percent of the population. Rate excludes FFS population, representing less than 10 percent of the population. State conducted an internal validation of the data.",Yes
